Project_ID,Team_Size,Budget_Allocated,Requirement_Changes,Code_Churn,Team_Experience_Score,Actual_Hours,Defect_Density,Actual_Cost,Cost_Variance,CPI,Schedule_Deviation_Days,Risk_Level
PROJ-906,4,10992.0,2,0.23,0.8677831327192532,330.99760043090566,10.6490852415453,15159.690099735479,-4167.690099735479,0.7250807851403109,2.8,High
PROJ-911,10,36858.0,0,0.08,1.090892943188242,543.3016372126507,4.555340063235572,33375.019573973135,3482.9804260268647,1.1043589028706668,0.0,Low
PROJ-841,11,43434.6,1,0.22,0.6134735212405891,1185.105285797939,5.711324324650912,77991.77885836236,-34557.178858362364,0.5569125443193157,7.0,High
PROJ-214,12,52336.799999999996,2,0.14,1.2259556788702395,668.6473394992365,7.782230236219742,48603.9751081995,3732.8248918004974,1.0768008148199955,0.0,Low
PROJ-440,7,18215.399999999998,2,0.23,0.7242693094605598,654.8126140410923,9.725630588563785,28399.22307096217,-10183.823070962171,0.6414048706362324,4.6,High
PROJ-172,12,38174.4,5,0.06,0.8930977246667604,1020.1695671916973,6.0681710487385265,54089.390452503794,-15914.990452503793,0.705765024908557,3.2,High
PROJ-585,11,47381.4,3,0.05,0.6771106794070489,1128.452013613454,6.073779629370087,81011.57005730987,-33630.17005730987,0.5848720123123284,6.1,High
PROJ-800,14,34120.799999999996,5,0.28,1.0568012624583503,1039.8077833996156,9.257032234540974,42236.99216169238,-8116.192161692386,0.8078416159317917,1.4,High
PROJ-112,7,26376.0,0,0.21,1.197015740995268,356.01914622611224,9.569977726353349,22358.002382999846,4017.9976170001537,1.1797118341867288,0.0,Low
PROJ-373,3,9313.2,5,0.16,1.3900053418175662,154.48809677608432,2.41845252995052,7993.214127194603,1319.9858728053978,1.165138310046584,0.0,Low
PROJ-395,11,28881.6,1,0.58,0.5305002499390494,1441.6995935515827,14.869365005332433,63088.774213817254,-34207.174213817256,0.4577930124639283,10.8,High
PROJ-619,3,10960.2,2,0.3,1.4758520794625345,144.0,8.421204470613787,8768.16,2192.040000000001,1.25,0.0,Low
PROJ-114,4,17234.4,1,0.05,0.7502428981645953,356.744723226072,5.309477625592721,25617.83857486423,-8383.438574864227,0.6727499648198303,3.9,High
PROJ-518,10,39846.0,3,0.03,1.257846110464369,555.8569999920735,4.633575885929935,36914.4633694736,2931.5366305264033,1.0794143098108975,0.0,Low
PROJ-894,12,42458.4,0,0.04,0.5453040097720445,1316.6258983144166,7.591938558588144,77641.42922360115,-35183.02922360115,0.5468523753951409,7.3,High
PROJ-599,5,18039.0,2,0.04,1.4402302414249575,240.0,0.0,14431.2,3607.7999999999993,1.25,0.0,Low
PROJ-879,9,35494.200000000004,3,0.32,1.3448753109694547,489.52637645452785,7.465775048248533,32176.56872435612,3317.6312756438856,1.1031070560712894,0.0,Low
PROJ-337,9,36649.8,4,0.09,0.9126176769114265,726.7998020613973,7.530094437753997,49327.90256590703,-12678.10256590703,0.7429831412562533,2.5,High
PROJ-977,3,9653.4,5,0.07,1.3955232284962005,163.2456621552265,4.257286247984483,8754.864861384798,898.5351386152015,1.102632667989929,0.0,Low
PROJ-287,12,56174.399999999994,3,0.1,1.289618142794554,661.1332435844223,4.396270168717063,51581.61566445663,4592.784335543365,1.0890391717355243,0.0,Low
PROJ-804,13,32994.0,3,0.06,0.6011226761227902,1502.141509128122,5.487687789971865,63540.58583611955,-30546.58583611955,0.5192586685476326,8.3,High
PROJ-490,12,30895.199999999997,2,0.07,1.486001063822871,576.0,2.099542985745413,24716.159999999996,6179.040000000001,1.25,0.0,Low
PROJ-583,10,26004.000000000004,4,0.3,0.6188179162680719,1218.7974989056092,10.407801288140034,52822.68360256911,-26818.683602569105,0.49228850612079206,9.3,High
PROJ-643,9,37713.6,3,0.07,1.0538542844013208,596.5651180251159,4.3413117797152445,41664.107842874095,-3950.5078428740962,0.9051819888290309,0.0,Medium
PROJ-277,12,46929.600000000006,3,0.12,0.6881211597237613,1220.3053439046728,1.7759662319328635,79539.50231570657,-32609.902315706568,0.5900162640410798,5.9,High
PROJ-115,5,19005.0,0,0.18,1.1847311725538794,265.9627592320366,7.714463687951171,16848.74079734952,2156.259202650479,1.1279774689743984,0.0,Low
PROJ-359,10,34038.0,2,0.24,0.6504168911035282,1054.3213309640416,5.0728971596111885,59811.64910559008,-25773.649105590077,0.5690864657470005,6.6,High
PROJ-772,6,28368.0,4,0.28,1.4966368370739054,305.14086288443735,10.639192971719982,24045.09999529366,4322.900004706338,1.1797829913600884,0.0,Low
PROJ-851,6,28004.4,2,0.17,1.1717006844058568,353.5610150723619,2.988370289717042,27503.511362479036,500.88863752096586,1.0182118068823856,0.0,Low
PROJ-394,12,32068.8,4,0.23,0.6340152284506407,1416.6426668451472,11.310059890867679,63097.264381282854,-31028.464381282854,0.5082439043032883,8.7,High
PROJ-878,9,26200.800000000003,1,0.37,1.4041586944937485,446.70222189643766,9.991951449359348,21673.991806415157,4526.808193584846,1.2088589971804355,0.0,Low
PROJ-510,11,47090.99999999999,4,0.03,0.9926180939928696,813.1061751956369,0.7323722910222636,58015.12560020869,-10924.125600208696,0.8117021123855086,1.3,High
PROJ-860,13,38695.8,0,0.05,0.9739616402628724,799.0041642919076,5.060169750509944,39638.596590521534,-942.7965905215315,0.9762151874280288,0.0,Low
PROJ-681,5,14307.0,0,0.13,0.6206358711006008,481.6020858156818,5.975662609972213,22967.603472549865,-8660.603472549865,0.6229208901616253,5.1,High
PROJ-580,10,32742.0,2,0.15,1.4208724005318132,480.0,4.716315999869928,26193.6,6548.4000000000015,1.25,0.0,Low
PROJ-758,9,39015.0,2,0.24,0.9625347161331479,652.563518162126,5.8990588761406215,47147.714187213605,-8132.714187213605,0.8275056526617534,1.1,High
PROJ-692,4,18194.4,2,0.54,0.8772841631046226,324.00871968061836,11.882335666561966,24563.10103898768,-6368.701038987678,0.7407208060220497,2.5,High
PROJ-365,3,8062.2,5,0.35,0.6275803027955638,369.8407857610592,7.9792399324801995,16565.16879423784,-8502.96879423784,0.4866959159996256,9.5,High
PROJ-172,5,19752.0,3,0.12,0.6606813732595557,527.1620750679232,4.350655714121257,34708.35102247207,-14956.351022472067,0.5690849440588948,6.6,High
PROJ-797,10,28158.0,1,0.2,1.3170720709492798,495.70688186475917,4.917852264892843,23263.523965913148,4894.476034086852,1.2103927178555784,0.0,Low
PROJ-777,13,52065.0,3,0.12,1.007610378684455,898.7831927613122,4.467540688745093,59993.778116817586,-7928.778116817586,0.8678399933176575,0.5,Medium
PROJ-695,8,30921.600000000002,2,0.14,0.6344146769389742,853.922085695405,8.543756264550932,55009.660760497994,-24088.060760497992,0.5621121739802577,6.8,High
PROJ-406,4,12045.599999999999,4,0.09,0.5664962673667775,516.907930525909,6.643095624023943,25943.609033095374,-13898.009033095375,0.4642993187506734,10.5,High
PROJ-917,9,39781.8,1,0.35,1.1651972206962,515.8631910389856,5.253392455259846,38003.64128384207,1778.15871615793,1.046789166934747,0.0,Low
PROJ-817,4,18021.600000000002,3,0.14,0.7322126951468173,377.68186557010864,5.857217277646029,28360.13128565946,-10338.531285659457,0.635455450416507,4.7,High
PROJ-890,14,51861.6,2,0.34,1.2940251892702959,769.6298910409907,10.477513353671979,47516.94947287077,4344.650527129226,1.0914337005074317,0.0,Low
PROJ-920,7,31819.2,1,0.35,1.0698896848713164,431.1106593276728,10.818180281750152,32660.943550664495,-841.7435506644943,0.9742278250670021,0.0,Low
PROJ-535,9,28987.2,1,0.19,0.6499174273487738,894.2041243751562,9.014142378593156,48000.87739645838,-19013.67739645838,0.6038889614575825,5.6,High
PROJ-817,8,33024.0,3,0.13,1.4472833396118152,404.9877339364683,5.26537057341601,27863.15609482902,5160.843905170979,1.1852210814742825,0.0,Low
PROJ-265,3,10843.2,1,0.06,1.4224993811772957,144.0,1.7740523267547852,8674.56,2168.6400000000012,1.2500000000000002,0.0,Low
PROJ-709,10,37830.0,5,0.19,0.8990027038701303,870.5611317601009,6.685978795101759,54888.87935747436,-17058.87935747436,0.689210645996703,3.5,High
PROJ-882,7,30286.2,0,0.09,0.8463459943659613,481.976088870337,7.647559104419507,34755.29576844,-4469.095768440002,0.8714125237714644,0.5,Medium
PROJ-917,13,45310.200000000004,1,0.08,1.4148459010681,624.0,5.9312279358744995,36248.16,9062.04,1.25,0.0,Low
PROJ-331,6,23504.4,0,0.03,1.4968742518459472,288.0,7.752971102807826,18803.52,4700.880000000001,1.25,0.0,Low
PROJ-920,14,35851.2,3,0.15,0.5657086394283524,1746.7044521706475,6.358628286301585,74549.34601864323,-38698.14601864324,0.480905627140369,9.8,High
PROJ-785,7,25611.6,2,0.3,0.873309316279753,555.329724626557,10.919829122681978,33864.006607727446,-8252.406607727447,0.7563074356994625,2.2,High
PROJ-810,7,23667.0,0,0.04,0.7219721619329494,599.1093516008289,5.799399804220571,33759.811962706706,-10092.811962706706,0.701040634531499,3.3,High
PROJ-172,7,17131.8,0,0.05,0.5994413927593452,697.1262517124392,6.42884503072852,28435.779807350395,-11303.979807350395,0.6024733668661896,5.6,High
PROJ-950,8,35630.4,3,0.12,1.317443561738441,445.38435758569364,2.2821104146248734,33060.88086358604,2569.519136413961,1.077720831063642,0.0,Low
PROJ-955,4,13245.599999999999,2,0.15,1.4484533069621568,204.19876632957607,4.013255212457787,11269.729913729303,1975.8700862706955,1.1753254160832727,0.0,Low
PROJ-929,4,17937.6,4,0.11,0.6393560740728241,465.4340982258372,3.3443930923397023,34786.54450139907,-16848.94450139907,0.515647652191455,8.4,High
PROJ-160,15,45801.0,0,0.15,1.0541780025157934,869.5744050891881,7.949955269619702,44252.641474988784,1548.3585250112155,1.0349890644581372,0.0,Low
PROJ-421,4,11582.4,0,0.13,0.6753712786234496,380.30440119156975,5.933054462612704,18353.490401505154,-6771.090401505155,0.6310734223638539,4.8,High
PROJ-162,14,46477.2,1,0.25,0.745349109681321,1241.673117964467,5.4612712971832975,68701.77361697397,-22224.57361697397,0.6765065522051821,3.8,High
PROJ-168,8,26030.399999999998,2,0.07,0.7149403785907568,749.7708678017686,3.8188435903429383,40660.07416088991,-14629.674160889914,0.6401955858958591,4.6,High
PROJ-992,5,17955.0,3,0.16,0.9348273386037462,397.0293904844968,7.745849193703458,23762.209020497132,-5807.209020497132,0.7556115672794617,2.2,High
PROJ-410,10,43188.0,2,0.15,1.3729458358764082,491.5662060739187,6.887505363674324,35382.93551320067,7805.064486799332,1.2205883817606773,0.0,Low
PROJ-921,15,59714.99999999999,3,0.17,1.19742026724684,891.251591551005,6.898438928540491,59134.54309940918,580.4569005908124,1.0098158685290766,0.0,Low
PROJ-454,6,28382.4,4,0.12,0.6205668857772788,705.4376936159645,6.603133771712868,55616.707764682644,-27234.307764682642,0.5103214688666489,8.6,High
PROJ-196,6,19292.4,1,0.07,1.125891376437009,342.1759872589919,4.682317778864499,18337.211157209375,955.188842790627,1.0520901916110121,0.0,Low
PROJ-258,12,35510.4,0,0.2,1.4979341105333375,576.0,8.45047368011624,28408.32,7102.080000000002,1.25,0.0,Low
PROJ-511,9,30283.2,5,0.11,0.8546221576407765,811.660182720897,3.4785238985514555,45517.9030469879,-15234.7030469879,0.6653030560027954,4.0,High
PROJ-576,3,8881.2,0,0.06,1.17964728269307,156.7611865352371,5.809350231567027,7734.596943648599,1146.6030563514014,1.1482434139367734,0.0,Low
PROJ-307,6,28004.4,2,0.09,0.7306698117177587,567.0481306362941,4.303593074748035,44110.67408219732,-16106.27408219732,0.6348667433151363,4.8,High
PROJ-926,15,42714.0,2,0.06,0.6538959063398551,1524.8113708657643,3.787762098758347,72367.54766128918,-29653.54766128918,0.5902369415628071,5.9,High
PROJ-822,13,38181.0,3,0.25,1.4556514982297535,639.1340355610917,7.660427784990303,31285.611040715437,6895.388959284563,1.2204012876817663,0.0,Low
PROJ-575,15,59588.99999999999,1,0.26,0.9958757350787708,988.5980854970267,7.173025931770116,65455.07924075813,-5866.079240758139,0.9103800757893606,0.0,Medium
PROJ-461,9,39987.0,3,0.14,1.378629986355158,479.88167057203447,6.224049688674303,35535.23770585915,4451.762294140848,1.125277402982078,0.0,Low
PROJ-105,13,57735.6,6,0.29,0.6607598960483082,1594.727801738612,10.314985317475385,118041.75188469206,-60306.15188469206,0.4891116836049541,9.4,High
PROJ-584,9,32562.0,0,0.18,0.7598035810641598,736.7599212572579,8.37136120015383,44426.62325181265,-11864.623251812649,0.7329388915163936,2.6,High
PROJ-196,5,21357.0,0,0.36,1.132621893133948,284.4224891157504,10.28584787351312,20248.03700015027,1108.9629998497294,1.0547689141343182,0.0,Low
PROJ-304,14,35876.4,2,0.14,1.3715368061523763,675.613608630675,3.939082693152071,28855.45722461613,7020.942775383872,1.2433142098817418,0.0,Low
PROJ-832,10,42198.0,0,0.19,1.1832953766065053,505.97433926165127,3.0314221429094825,35585.175280271935,6612.824719728065,1.1858308879370378,0.0,Low
PROJ-600,7,33549.6,2,0.15,1.180499302074713,409.11683900851966,3.0783925985087848,32680.253100000547,869.3468999994511,1.026601596301573,0.0,Low
PROJ-738,7,32772.6,1,0.16,0.77421520234867,576.2677350013574,6.560397562591664,44966.171362155925,-12193.571362155926,0.7288278945532334,2.7,High
PROJ-177,9,40910.4,1,0.24,0.9732099066915572,623.6792864342641,8.539030879372293,47249.94274025985,-6339.542740259851,0.8658296206810391,0.5,Medium
PROJ-398,7,29752.800000000003,3,0.18,0.9815223515125501,514.5873953613547,5.284170692856359,36453.371087398365,-6700.571087398363,0.8161878891438192,1.3,High
PROJ-429,4,11524.800000000001,1,0.3,0.9552201490818012,272.3623496657257,8.184947063338244,13078.840030948148,-1554.0400309481465,0.8811790627249161,0.3,Medium
PROJ-374,7,26880.0,4,0.01,0.6424955429015132,781.7157464730018,8.719061477867884,50029.807774272114,-23149.807774272114,0.5372796977609631,7.6,High
PROJ-501,15,61289.99999999999,1,0.19,0.5332031087913666,1836.8250098055087,7.375569848182296,125087.78316775513,-63797.78316775514,0.48997590690214743,9.4,High
PROJ-544,10,27186.0,3,0.08,0.531586144825642,1308.0759355948917,9.160787958618458,59268.92064180454,-32082.920641804543,0.4586889672633032,10.8,High
PROJ-945,12,53884.8,4,0.13,1.1435776951965249,773.8693301927109,8.78477221593745,57916.380671622486,-4031.5806716224834,0.9303896302760878,0.0,Medium
PROJ-859,12,31154.4,0,0.22,1.1587077755008761,643.4296860083504,13.012605152439694,27841.202513581324,3313.1974864186777,1.119003390202074,0.0,Low
PROJ-523,7,28883.399999999998,4,0.15,1.227169069766308,404.283048330745,4.579288935868636,27802.545233705332,1080.8547662946658,1.0388761085436284,0.0,Low
PROJ-992,12,38764.8,2,0.45,0.9866689414247029,888.3937473636726,8.760757556066627,47831.11935806013,-9066.31935806013,0.8104514491874976,1.3,High
PROJ-596,11,42035.4,2,0.12,1.409032520665641,530.4469482017275,3.481324650977877,33784.16613096803,8251.233869031974,1.2442337584134875,0.0,Low
PROJ-559,11,52047.6,2,0.09,0.8592333693997657,869.3895452543835,2.770397164989034,68560.05953876069,-16512.45953876069,0.7591533664082466,2.2,High
PROJ-838,10,33384.0,3,0.27,0.6697579050875407,1075.8747317215384,4.870169144464948,59861.670072986395,-26477.670072986395,0.5576857438039488,6.9,High
PROJ-541,3,13168.8,1,0.22,0.536671426933543,372.1350665459356,10.020815166102985,27225.401468500648,-14056.601468500648,0.4836953466135693,9.7,High
PROJ-568,4,14157.6,4,0.29,1.4366056922949615,209.78982949040147,9.392068769841234,12375.502041638783,1782.097958361217,1.1440020738039673,0.0,Low
PROJ-420,15,47385.0,1,0.11,1.0155960285792502,953.4489068013758,9.345557352402954,50199.084943092435,-2814.0849430924354,0.9439415091672968,0.0,Medium
PROJ-676,12,32824.8,0,0.18,1.4699120461072703,576.0,6.213314212975315,26259.840000000004,6564.959999999999,1.25,0.0,Low
PROJ-782,5,17325.0,2,0.09,1.1178472402012138,303.6906066277649,4.966503613027507,17538.132532753425,-213.13253275342504,0.987847478495479,0.0,Low
PROJ-835,7,17312.399999999998,3,0.18,1.1578453046030361,418.749457949936,6.156032697607943,17260.852656696363,51.54734330363499,1.0029863729404838,0.0,Low
PROJ-298,12,53877.6,4,0.14,1.2978136488586345,686.9683437514423,7.78388575903348,51405.84116292042,2471.7588370795784,1.0480832290876407,0.0,Low
PROJ-321,7,18820.2,1,0.18,0.8885581012703457,496.88861997492666,3.717429661827233,22265.579061076463,-3445.3790610764627,0.84525984922173,0.8,High
PROJ-709,11,36253.8,1,0.09,0.8797857801792298,816.5348174096968,5.158712684186385,44852.25752031464,-8598.457520314638,0.8082937627739207,1.4,High
PROJ-909,10,35502.0,0,0.38,1.0336025467268786,608.1574766221453,13.301340543567278,35984.67789173234,-482.67789173233905,0.9865865718408101,0.0,Low
PROJ-652,8,34809.6,2,0.22,0.5602673902895609,984.024291467953,7.901671843851928,71361.44161725596,-36551.84161725596,0.4877928361747483,9.5,High
PROJ-412,8,21148.800000000003,1,0.16,0.8113076991560036,633.977230377594,9.606419726867156,27933.036770436793,-6784.23677043679,0.7571249833595982,2.2,High
PROJ-328,8,24432.0,1,0.29,1.2090462617224327,445.39428552245624,8.702859890552826,22670.56913309302,1761.4308669069796,1.0776968084288523,0.0,Low
PROJ-393,8,24124.8,4,0.07,1.384206463348408,426.4106418094375,2.2276036976896734,21431.398857342327,2693.4011426576726,1.1256754708633927,0.0,Low
PROJ-680,9,34797.6,3,0.11,0.9237382536487628,694.0783888493696,4.0055422442147375,44726.411377453376,-9928.811377453378,0.7780101047306804,1.9,High
PROJ-179,9,35073.0,2,0.19,0.5236385860463364,1178.0928975413967,10.201891703159614,76517.13369531372,-41444.13369531372,0.4583679276285808,10.8,High
PROJ-176,6,22273.2,1,0.31,1.1951445540475938,334.93445981319724,5.938473235477932,20722.395028642513,1550.8049713574874,1.0748371493359703,0.0,Low
PROJ-884,7,28854.0,2,0.02,0.5794193689889866,816.5333621205925,3.0777994341247394,56095.84197768471,-27241.841977684708,0.5143696748767638,8.4,High
PROJ-335,7,20609.4,1,0.06,1.150877369047194,372.0062281494871,0.0,18254.34561529533,2355.054384704672,1.1290133557420634,0.0,Low
PROJ-748,15,47988.0,5,0.16,1.1900048908206657,970.3359009548051,6.158711866430823,51738.310238910206,-3750.310238910206,0.927513863100814,0.0,Medium
PROJ-434,12,31586.399999999998,2,0.05,1.4924835021583753,576.0,3.1610265076299644,25269.12,6317.279999999999,1.25,0.0,Low
PROJ-328,9,39787.200000000004,2,0.22,1.2087446977429765,509.55096645897294,5.4105316834981485,37543.71520869713,2243.4847913028716,1.0597566005077506,0.0,Low
PROJ-124,14,36548.4,3,0.04,0.9969634829058303,1000.6126723019112,3.969731751283469,43536.657371856156,-6988.257371856154,0.8394856703819057,0.9,High
PROJ-535,12,39758.4,5,0.12,1.475610200859915,612.6429014128599,6.620570729943326,33830.141016018126,5928.258983981876,1.1752360116138718,0.0,Low
PROJ-435,7,19026.0,5,0.26,0.5681723093854936,959.4022600960823,9.176955231023227,43460.922382352524,-24434.922382352524,0.4377725772273435,11.8,High
PROJ-613,7,33024.6,1,0.26,0.7160381825095996,644.9492350620524,11.829425299668195,50712.35835292917,-17687.758352929173,0.6512140447140629,4.4,High
PROJ-357,4,11059.199999999999,0,0.33,0.5577805609963666,458.0484325624518,9.35714082315458,21106.871772477778,-10047.671772477779,0.5239620593337094,8.1,High
PROJ-842,9,24224.4,1,0.11,1.3139702695060187,433.27059643160464,1.5034622082190463,19436.518955921783,4787.881044078218,1.246334287273158,0.0,Low
PROJ-418,8,31180.799999999996,2,0.34,0.914129752528927,611.0569654281455,11.054665951351723,39694.26047421233,-8513.460474212334,0.7855241444857458,1.7,High
PROJ-825,14,59446.799999999996,0,0.25,1.2602898231221351,699.6870928940617,7.697111614173972,49516.855564112746,9929.94443588725,1.2005366520705316,0.0,Low
PROJ-935,7,20416.2,0,0.06,1.047959488973693,411.38111231865554,6.4972240253815965,19997.235869809847,418.9641301901538,1.0209511020881976,0.0,Low
PROJ-782,6,15811.2,1,0.14,0.8944762785700353,450.97990408200684,8.953388097847146,19807.03738728174,-3995.837387281739,0.7982617334863265,1.5,High
PROJ-655,15,68112.0,4,0.13,1.1593539222057827,960.9504754508471,5.8343794893737675,72724.73198212011,-4612.731982120109,0.9365727193982072,0.0,Medium
PROJ-550,11,42609.6,0,0.21,1.1802277792083533,575.9239249546806,6.108901338959075,37181.648595074184,5427.951404925814,1.145984688953381,0.0,Low
PROJ-706,14,35994.0,0,0.21,0.8497032297458496,1043.088940641819,8.861124299099261,44696.36110650194,-8702.361106501943,0.8053004564338904,1.4,High
PROJ-362,14,39824.399999999994,1,0.33,0.5821716674764273,1619.042614908161,11.649918866614383,76758.81037279591,-36934.410372795915,0.5188251329923446,8.3,High
PROJ-749,3,9950.4,1,0.25,0.5419512234316363,377.59280288350897,11.827334933298962,20873.330143400377,-10922.930143400377,0.47670400130886953,10.0,High
PROJ-265,11,46147.200000000004,2,0.44,1.1129395824945254,684.8490710299582,11.131613587839405,47884.64704641468,-1737.4470464146725,0.9637159892871182,0.0,Low
PROJ-469,14,63403.200000000004,3,0.13,0.96053949727414,1031.2478506577347,6.6608709087282225,77838.58776764582,-14435.387767645814,0.8145471522333299,1.3,High
PROJ-186,6,25581.600000000002,1,0.2,0.7135113663106719,543.4426315203434,10.049543410245928,38617.033395835606,-13035.433395835604,0.6624434284679848,4.1,High
PROJ-746,6,24951.600000000002,3,0.12,1.261121537043158,338.9418528877082,4.600844957946136,23492.059823647054,1459.540176352948,1.0621290847762859,0.0,Low
PROJ-766,14,33910.799999999996,3,0.06,1.2330712960296748,797.4701824020685,1.3420912838702819,32193.871263571506,1716.92873642849,1.0533309188687492,0.0,Low
PROJ-547,6,19519.2,2,0.28,0.8056042154902149,505.5181276675656,7.354420635801581,27409.192882135405,-7889.992882135404,0.7121406341272495,3.0,High
PROJ-602,8,33062.399999999994,3,0.01,1.0882022669483904,502.4108490691586,7.452098513027769,34606.05928388364,-1543.659283883644,0.9553933815110078,0.0,Low
PROJ-445,5,12777.000000000002,3,0.14,0.9982556822634536,362.29601999712946,8.035292742203815,15430.187491677745,-2653.1874916777433,0.8280521547059142,1.1,High
PROJ-856,12,49183.200000000004,3,0.12,1.098225294063739,768.3257095540658,5.583245084297451,52484.32921963824,-3301.1292196382346,0.937102573878318,0.0,Medium
PROJ-986,12,40932.0,2,0.23,1.087769360862198,769.4306385303505,6.446762434703056,43742.13180045043,-2810.1318004504283,0.935756862210783,0.0,Medium
PROJ-777,14,44839.200000000004,0,0.07,0.798725573588773,1074.1131984272379,6.868476747128065,57336.16253204596,-12496.962532045953,0.7820404788154207,1.8,High
PROJ-631,9,39787.200000000004,2,0.13,1.2295082286523966,512.2617031232102,3.936559421971646,37743.44228611813,2043.7577138818742,1.0541486835882365,0.0,Low
PROJ-137,6,23187.6,1,0.2,0.7469787990719998,523.2793765398785,7.053084618052946,33704.424642933576,-10516.824642933578,0.6879690202592281,3.5,High
PROJ-862,7,21369.600000000002,3,0.36,1.3998333456872725,375.48409878121265,9.534314743075198,19104.6309459881,2264.969054011901,1.118556022380926,0.0,Low
PROJ-743,6,27889.2,0,0.16,0.7565300624442478,481.89245083625156,4.466140840519463,37332.20816628441,-9443.008166284406,0.7470546578915573,2.4,High
PROJ-520,5,18783.0,3,0.23,1.3506160578411377,260.23819841988563,8.933770342486087,16293.51360306904,2489.486396930961,1.152790027834269,0.0,Low
PROJ-403,10,26754.000000000004,2,0.52,0.984696287130047,734.4886591640305,14.303727034055242,32750.849312124123,-5996.849312124119,0.8168948458413221,1.2,High
PROJ-137,4,14037.6,3,0.26,1.286278199384033,238.02373063198124,6.335515242982863,13922.008004664583,115.59199533541687,1.0083028249442672,0.0,Low
PROJ-111,8,22363.2,2,0.09,1.484989656140875,384.0,3.707933836778258,17890.56,4472.639999999999,1.25,0.0,Low
PROJ-556,9,41239.8,2,0.1,1.4644766539008116,432.0,4.297587513273906,32991.840000000004,8247.96,1.25,0.0,Low
PROJ-417,6,18536.4,4,0.06,1.2932613504382544,338.5568144113165,5.281091977442221,17432.290374038686,1104.109625961315,1.0633370373181499,0.0,Low
PROJ-199,12,54900.0,2,0.14,1.115298025069802,732.4359710595315,5.6178428632059125,55848.24279328928,-948.2427932892824,0.9830210809532718,0.0,Low
PROJ-492,10,47214.0,4,0.4,1.0597556836383826,722.1428154162307,14.466333815384981,56825.4181451032,-9611.418145103198,0.8308605821331481,1.0,High
PROJ-979,14,63512.4,0,0.15,1.0407937549855444,828.3346017800692,3.9053273594696285,62630.37924059103,882.0207594089734,1.0140829541526604,0.0,Low
PROJ-526,7,24717.0,2,0.31,1.2120140203307808,412.59549467370124,7.645402406540276,24281.24486154732,435.7551384526814,1.0179461613659997,0.0,Low
PROJ-476,7,22646.4,4,0.1,0.6262647415645027,817.9423771622412,3.3893909345513897,44103.45297658804,-21457.052976588042,0.5134836043794951,8.5,High
PROJ-821,9,36423.0,0,0.31,0.7792760884544104,741.156411482623,12.393180169459091,49990.99995450292,-13567.99995450292,0.7285911470694479,2.7,High
PROJ-523,9,32675.399999999998,1,0.2,1.371204482263052,432.0,7.704812209931646,26140.32,6535.079999999998,1.25,0.0,Low
PROJ-877,14,55943.99999999999,3,0.34,1.0466482201877885,954.7505004816535,10.212577188154585,63586.38333207812,-7642.383332078127,0.8798110077724347,0.4,Medium
PROJ-449,12,31989.6,1,0.15,0.7922182304618978,985.7645673936269,6.80751360680541,43797.51972929884,-11807.91972929884,0.7303975247392879,2.7,High
PROJ-577,14,60648.0,0,0.23,0.78152119841493,1135.1287492241559,8.77153222997282,81956.29569398405,-21308.29569398405,0.7400041630291964,2.5,High
